InsertionReason,TimeStamps,UnparsedData
1,9657342,65535
129,9657343,19
129,9657346,13
129,9657349,36
129,9657352,0
129,9657355,0
1,9657791,65280
1,9658343,65535
129,9658345,20
129,9658348,13
129,9658351,36
129,9658354,0
129,9658357,0
1,9658792,65333
1,9658793,65280
1,9659345,65535
129,9659346,21
129,9659349,13
129,9659352,36
129,9659355,0
129,9659358,0
1,9659794,65280
1,9660346,65471
1,9660347,65535
129,9660348,22
129,9660351,13
129,9660354,36
129,9660357,0
129,9660360,0
1,9660795,65407
1,9660796,65280
1,9661348,65535
129,9661350,23
129,9661353,13
129,9661356,36
129,9661359,0
129,9661362,0
1,9661797,65280
1,9662349,65453
1,9662350,65535
129,9662351,24
129,9662354,13
129,9662357,36
129,9662360,0
129,9662363,0
1,9662799,65280
1,9663351,65535
129,9663353,25
129,9663356,13
129,9663359,36
129,9663362,0
129,9663365,0
1,9663800,65317
1,9663801,65280
1,9664352,65319
1,9664353,65535
129,9664354,26
129,9664357,13
129,9664360,36
129,9664363,0
129,9664366,0
1,9664802,65280
1,9665354,65471
1,9665355,65535
129,9665356,27
129,9665359,13
129,9665362,36
129,9665365,0
129,9665368,0
1,9665803,65383
1,9665804,65280
1,9666356,65535
129,9666357,28
129,9666360,13
129,9666363,36
129,9666366,0
129,9666369,0
1,9666805,65280
1,9667357,65519
1,9667358,65535
129,9667359,29
129,9667362,13
129,9667365,36
129,9667368,0
129,9667371,0
1,9667807,65280
1,9668359,65535
129,9668361,30
129,9668364,13
129,9668367,36
129,9668370,0
129,9668373,0
1,9668808,65313
1,9668809,65280
1,9669361,65535
129,9669362,31
129,9669365,13
129,9669368,36
129,9669371,0
129,9669374,0
1,9669810,65280
1,9670362,65519
1,9670363,65535
129,9670364,32
129,9670367,13
129,9670370,36
129,9670373,0
129,9670376,0
1,9670812,65280
1,9671364,65535
129,9671368,13
129,9671374,0
1,9671813,65280
1,9672365,65471
1,9672366,65535
129,9672367,34
129,9672370,13
129,9672373,36
129,9672376,0
129,9672379,0
1,9672815,65280
1,9673367,65535
129,9673369,35
129,9673372,13
129,9673375,36
129,9673378,0
129,9673381,0
1,9673816,65285
1,9673817,65280
1,9674368,65319
1,9674369,65535
129,9674370,36
129,9674373,13
129,9674376,36
129,9674379,0
129,9674382,0
1,9674818,65280
1,9675370,65535
129,9675372,37
129,9675375,13
129,9675378,36
129,9675381,0
129,9675384,0
1,9675819,65285
1,9675820,65280
1,9676371,65317
1,9676372,65535
129,9676373,38
129,9676376,13
129,9676379,36
129,9676382,0
129,9676385,0
1,9676821,65280
1,9677373,65535
129,9677375,39
129,9677378,13
129,9677381,36
129,9677384,0
129,9677387,0
1,9677822,65280
1,9678374,65455
1,9678375,65535
129,9678376,40
129,9678379,13
129,9678382,36
129,9678385,0
129,9678388,0
1,9678824,65280
1,9679376,65535
129,9679378,41
129,9679381,13
129,9679384,36
129,9679387,0
129,9679390,0
1,9679825,65284
1,9679826,65280
1,9680377,65535
129,9680379,42
129,9680382,13
129,9680385,36
129,9680388,0
129,9680391,0
1,9680826,65317
1,9680827,65280
1,9681378,65312
1,9681379,65535
129,9681380,43
129,9681383,13
129,9681386,36
129,9681389,0
129,9681392,0
1,9681828,65280
1,9682380,65455
1,9682381,65535
129,9682382,44
129,9682385,13
129,9682388,36
129,9682391,0
129,9682394,0
1,9682830,65280
1,9683382,65535
129,9683384,45
129,9683387,13
129,9683390,36
129,9683393,0
129,9683396,0
1,9683831,65280
1,9684383,65455
1,9684384,65535
129,9684385,46
129,9684388,13
129,9684391,36
129,9684394,0
129,9684397,0
1,9684833,65280
1,9685385,65535
129,9685387,47
129,9685390,13
129,9685393,36
129,9685396,0
129,9685399,0
1,9685834,65280
1,9686386,65317
1,9686387,65535
129,9686388,48
129,9686391,13
129,9686394,36
129,9686397,0
129,9686400,0
1,9686836,65280
1,9687388,65535
129,9687390,49
129,9687393,13
129,9687396,36
129,9687399,0
129,9687402,0
1,9687837,65317
1,9687838,65280
1,9688389,65314
1,9688390,65535
129,9688391,50
129,9688394,13
129,9688397,36
129,9688400,0
129,9688403,0
1,9688839,65280
1,9689391,65535
129,9689393,51
129,9689396,13
129,9689399,36
129,9689402,0
129,9689405,0
1,9689840,65407
1,9689841,65280
1,9690393,65535
129,9690394,52
129,9690397,13
129,9690400,36
129,9690403,0
129,9690406,0
1,9690842,65280
1,9691394,65535
129,9691396,53
129,9691399,13
129,9691402,36
129,9691405,0
129,9691408,0
1,9691844,65280
1,9692396,65535
129,9692398,54
129,9692401,13
129,9692404,36
129,9692407,0
129,9692410,0
1,9692845,65313
1,9692846,65280
1,9693397,65535
129,9693399,55
129,9693402,13
129,9693405,36
129,9693408,0
129,9693411,0
1,9693846,65325
1,9693847,65280
1,9694398,65447
1,9694399,65535
129,9694400,56
129,9694403,13
129,9694406,36
129,9694409,0
129,9694412,0
1,9694848,65280
1,9695400,65535
129,9695402,57
129,9695405,13
129,9695408,36
129,9695411,0
129,9695414,0
1,9695849,65280
1,9696401,65455
1,9696402,65535
129,9696403,58
129,9696406,13
129,9696409,36
129,9696412,0
129,9696415,0
1,9696851,65280
1,9697403,65535
129,9697405,59
129,9697408,13
129,9697411,36
129,9697414,0
129,9697417,0
1,9697852,65285
1,9697853,65280
1,9698404,65445
1,9698405,65535
129,9698406,60
129,9698409,13
129,9698412,36
129,9698415,0
129,9698418,0
1,9698854,65280
1,9699406,65535
129,9699408,61
129,9699411,13
129,9699414,36
129,9699417,0
129,9699420,0
1,9699855,65317
1,9699856,65280
1,9700407,65317
1,9700408,65535
129,9700409,62
129,9700412,13
129,9700415,36
129,9700418,0
129,9700421,0
1,9700857,65280
1,9701409,65535
129,9701411,63
129,9701414,13
129,9701417,36
129,9701420,0
129,9701423,0
1,9701858,65397
1,9701859,65280
1,9702411,65535
129,9702413,64
129,9702416,13
129,9702419,36
129,9702422,0
129,9702425,0
1,9702860,65280
1,9703412,65455
1,9703413,65535
129,9703414,65
129,9703417,13
129,9703420,36
129,9703423,0
129,9703426,0
1,9703862,65280
1,9704414,65535
129,9704416,66
129,9704419,13
129,9704422,36
129,9704425,0
129,9704428,0
1,9704863,65285
1,9704864,65280
1,9705415,65317
1,9705416,65535
129,9705417,67
129,9705420,13
129,9705423,36
129,9705426,0
129,9705429,0
1,9705865,65280
1,9706417,65535
129,9706419,68
129,9706422,13
129,9706425,36
129,9706428,0
129,9706431,0
1,9706866,65397
1,9706867,65280
1,9707418,65313
1,9707419,65535
129,9707420,69
129,9707423,13
129,9707426,36
129,9707429,0
129,9707432,0
1,9707868,65280
1,9708420,65535
129,9708422,70
129,9708425,13
129,9708428,36
129,9708431,0
129,9708434,0
1,9708869,65285
1,9708870,65280
1,9709421,65319
1,9709422,65535
129,9709423,71
129,9709426,13
129,9709429,36
129,9709432,0
129,9709435,0
1,9709871,65280
1,9710423,65535
129,9710425,72
129,9710428,13
129,9710431,36
129,9710434,0
129,9710437,0
1,9710872,65317
1,9710873,65280
1,9711424,65319
1,9711425,65535
129,9711426,73
129,9711429,13
129,9711432,36
129,9711435,0
129,9711438,0
1,9711874,65280
1,9712426,65535
129,9712428,74
129,9712431,13
129,9712434,36
129,9712437,0
129,9712440,0
1,9712875,65455
1,9712876,65280
1,9713428,65535
129,9713429,75
129,9713433,13
129,9713436,36
129,9713439,0
129,9713442,0
1,9713877,65280
1,9714429,65535
129,9714431,76
129,9714434,13
129,9714437,36
129,9714440,0
129,9714443,0
1,9714878,65313
1,9714879,65280
1,9715430,65447
1,9715431,65535
129,9715432,77
129,9715435,13
129,9715438,36
129,9715441,0
129,9715444,0
1,9715880,65280
1,9716432,65535
129,9716433,78
129,9716436,13
129,9716439,36
129,9716442,0
129,9716445,0
1,9716881,65280
1,9717433,65535
129,9717435,79
129,9717438,13
129,9717441,36
129,9717444,0
129,9717447,0
1,9717882,65397
1,9717883,65280
1,9718435,65535
129,9718436,80
129,9718439,13
129,9718442,36
129,9718446,0
129,9718449,0
1,9718884,65280
1,9719436,65535
129,9719438,81
129,9719441,13
129,9719444,36
129,9719447,0
129,9719450,0
1,9719885,65284
1,9719886,65280
1,9720437,65316
1,9720438,65535
129,9720439,82
129,9720442,13
129,9720445,36
129,9720448,0
129,9720451,0
1,9720887,65280
1,9721439,65535
129,9721441,83
129,9721444,13
129,9721447,36
129,9721450,0
129,9721453,0
1,9721888,65317
1,9721889,65280
1,9722440,65317
1,9722441,65535
129,9722442,84
129,9722445,13
129,9722448,36
129,9722451,0
129,9722454,0
1,9722890,65280
1,9723442,65519
1,9723443,65535
129,9723444,85
129,9723447,13
129,9723450,36
129,9723453,0
129,9723456,0
1,9723891,65471
1,9723892,65280
1,9724444,65535
129,9724446,86
129,9724449,13
129,9724452,36
129,9724455,0
129,9724458,0
1,9724893,65280
1,9725445,65317
1,9725446,65535
129,9725447,87
129,9725450,13
129,9725453,36
129,9725456,0
129,9725459,0
1,9725895,65280
1,9726447,65535
129,9726449,88
129,9726452,13
129,9726455,36
129,9726458,0
129,9726461,0
1,9726896,65285
1,9726897,65280
1,9727448,65317
1,9727449,65535
129,9727450,89
129,9727453,13
129,9727456,36
129,9727459,0
129,9727462,0
1,9727898,65280
1,9728450,65535
129,9728452,90
129,9728455,13
129,9728458,36
129,9728461,0
129,9728464,0
1,9728899,65471
1,9728900,65280
1,9729451,65312
1,9729452,65535
129,9729453,91
129,9729456,13
129,9729459,36
129,9729462,0
129,9729465,0
1,9729901,65280
1,9730453,65519
1,9730454,65535
129,9730455,92
129,9730458,13
129,9730461,36
129,9730464,0
129,9730467,0
1,9730903,65280
1,9731455,65535
129,9731457,93
129,9731460,13
129,9731463,36
129,9731466,0
129,9731469,0
1,9731904,65317
1,9731905,65280
1,9732456,65447
1,9732457,65535
129,9732458,94
129,9732461,13
129,9732464,36
129,9732467,0
129,9732470,0
1,9732906,65280
1,9733458,65535
129,9733460,95
129,9733463,13
129,9733466,36
129,9733469,0
129,9733472,0
1,9733908,65280
1,9734459,65313
1,9734460,65535
129,9734461,96
129,9734464,13
129,9734467,36
129,9734470,0
129,9734473,0
1,9734909,65280
1,9735461,65519
1,9735462,65535
129,9735463,97
129,9735466,13
129,9735469,36
129,9735472,0
129,9735475,0
1,9735911,65280
1,9736463,65535
129,9736465,98
129,9736468,13
129,9736471,36
129,9736474,0
129,9736477,0
1,9736912,65280
1,9737464,65447
1,9737465,65535
129,9737466,99
129,9737469,13
129,9737472,36
129,9737475,0
129,9737478,0
1,9737914,65280
1,9738466,65535
129,9738468,100
129,9738471,13
129,9738474,36
129,9738477,0
129,9738480,0
1,9738915,65317
1,9738916,65280
1,9739467,65455
1,9739468,65535
129,9739469,101
129,9739472,13
129,9739475,36
129,9739478,0
129,9739481,0
1,9739916,65525
1,9739917,65280
1,9740469,65535
129,9740471,102
129,9740474,13
129,9740477,36
129,9740480,0
129,9740483,0
1,9740918,65280
1,9741470,65455
1,9741471,65535
129,9741472,103
129,9741475,13
129,9741478,36
129,9741481,0
129,9741484,0
1,9741920,65280
1,9742471,65313
1,9742472,65535
129,9742473,104
129,9742476,13
129,9742479,36
129,9742482,0
129,9742485,0
1,9742921,65280
1,9743473,65471
1,9743474,65535
129,9743475,105
129,9743478,13
129,9743481,36
129,9743484,0
129,9743487,0
1,9743922,65533
1,9743923,65280
1,9744475,65535
129,9744477,106
129,9744480,13
129,9744483,36
129,9744486,0
129,9744489,0
1,9744924,65280
1,9745476,65455
1,9745477,65535
129,9745478,107
129,9745481,13
129,9745484,36
129,9745487,0
129,9745490,0
1,9745926,65280
1,9746478,65535
129,9746480,108
129,9746483,13
129,9746486,36
129,9746489,0
129,9746492,0
1,9746927,65317
1,9746928,65280
1,9747479,65317
1,9747480,65535
129,9747481,109
129,9747484,13
129,9747487,36
129,9747490,0
129,9747493,0
1,9747929,65280
1,9748481,65535
129,9748483,110
129,9748486,13
129,9748489,36
129,9748492,0
129,9748495,0
1,9748930,65317
1,9748931,65280
1,9749482,65281
1,9749483,65535
129,9749484,111
129,9749487,13
129,9749490,36
129,9749493,0
129,9749496,0
1,9749932,65280
1,9750484,65535
129,9750486,112
129,9750489,13
129,9750492,36
129,9750495,0
129,9750498,0
1,9750933,65519
1,9750934,65280
1,9751486,65535
129,9751490,13
129,9751493,36
129,9751496,0
129,9751499,0
1,9751935,65280
1,9752487,65519
1,9752488,65535
129,9752489,114
129,9752492,13
129,9752495,36
129,9752498,0
129,9752501,0
1,9752937,65280
1,9753489,65535
129,9753491,115
129,9753494,13
129,9753497,36
129,9753500,0
129,9753503,0
1,9753938,65280
1,9754490,65281
1,9754491,65535
129,9754492,116
129,9754495,13
129,9754498,36
129,9754501,0
129,9754504,0
1,9754940,65280
1,9755492,65535
129,9755494,117
129,9755497,13
129,9755500,36
129,9755503,0
129,9755506,0
1,9755941,65389
1,9755942,65280
1,9756494,65535
129,9756495,118
129,9756498,13
129,9756501,36
129,9756504,0
129,9756507,0
1,9756943,65280
1,9757495,65535
129,9757497,119
129,9757500,13
129,9757503,36
129,9757506,0
129,9757509,0
1,9757944,65343
1,9757945,65280
1,9758496,65312
1,9758497,65535
129,9758498,120
129,9758504,36
129,9758510,0
1,9758946,65280
1,9759498,65463
1,9759499,65535
129,9759500,121
129,9759503,13
129,9759506,36
129,9759509,0
129,9759512,0
1,9759948,65280
1,9760500,65535
129,9760502,122
129,9760505,13
129,9760508,36
129,9760511,0
129,9760514,0
1,9760949,65281
1,9760950,65280
1,9761501,65327
1,9761502,65535
129,9761503,123
129,9761506,13
129,9761509,36
129,9761512,0
129,9761515,0
1,9761951,65280
1,9762502,65312
1,9762503,65535
129,9762504,124
129,9762507,13
129,9762510,36
129,9762513,0
129,9762516,0
1,9762952,65280
1,9763504,65455
1,9763505,65535
129,9763506,125
129,9763509,13
129,9763512,36
129,9763515,0
129,9763518,0
1,9763954,65280
1,9764506,65535
129,9764508,126
129,9764511,13
129,9764514,36
129,9764517,0
129,9764520,0
1,9764955,65281
1,9764956,65280
1,9765507,65535
129,9765509,127
129,9765512,13
129,9765515,36
129,9765518,0
129,9765521,0
1,9765956,65381
1,9765957,65280
1,9766508,65316
1,9766509,65535
129,9766510,0
129,9766513,14
129,9766516,36
129,9766519,0
129,9766522,0
1,9766958,65280
1,9767510,65519
1,9767511,65535
129,9767512,1
129,9767515,14
129,9767518,36
129,9767521,0
129,9767524,0
1,9767959,65533
1,9767960,65280
1,9768512,65535
129,9768514,2
129,9768517,14
129,9768520,36
129,9768523,0
129,9768526,0
1,9768961,65280
1,9769513,65455
1,9769514,65535
129,9769515,3
129,9769518,14
129,9769521,36
129,9769524,0
129,9769527,0
1,9769963,65280
1,9770515,65535
129,9770517,4
129,9770520,14
129,9770523,36
129,9770526,0
129,9770529,0
1,9770964,65316
1,9770965,65280
1,9771516,65444
1,9771517,65535
129,9771518,5
129,9771521,14
129,9771524,36
129,9771527,0
129,9771530,0
1,9771966,65280
1,9772518,65535
129,9772520,6
129,9772523,14
129,9772526,36
129,9772529,0
129,9772532,0
1,9772967,65381
1,9772968,65280
1,9773519,65316
1,9773520,65535
129,9773521,7
129,9773524,14
129,9773527,36
129,9773530,0
129,9773533,0
1,9773969,65280
1,9774521,65535
129,9774523,8
129,9774526,14
129,9774529,36
129,9774532,0
129,9774535,0
1,9774970,65341
1,9774971,65280
1,9775523,65535
129,9775524,9
129,9775530,36
129,9775536,0
1,9775972,65280
1,9776524,65455
1,9776525,65535
129,9776526,10
129,9776529,14
129,9776532,36
129,9776535,0
129,9776538,0
1,9776974,65280
1,9777526,65535
129,9777528,11
129,9777531,14
129,9777534,36
129,9777537,0
129,9777540,0
1,9777975,65333
1,9777976,65280
1,9778527,65535
129,9778529,12
129,9778532,14
129,9778535,36
129,9778538,0
129,9778541,0
1,9778976,65325
1,9778977,65280
1,9779528,65519
1,9779529,65535
129,9779530,13
129,9779533,14
129,9779536,36
129,9779539,0
129,9779542,0
1,9779978,65280
1,9780530,65535
129,9780532,14
129,9780535,14
129,9780538,36
129,9780541,0
129,9780544,0
1,9780979,65284
1,9780980,65280
1,9781531,65327
1,9781532,65535
129,9781533,15
129,9781536,14
129,9781539,36
129,9781542,0
129,9781545,0
1,9781981,65280
1,9782533,65535
129,9782535,16
129,9782538,14
129,9782541,36
129,9782544,0
129,9782547,0
1,9782982,65285
1,9782983,65280
1,9783534,65313
1,9783535,65535
129,9783536,17
129,9783539,14
129,9783542,36
129,9783545,0
129,9783548,0
1,9783984,65280
1,9784536,65519
1,9784537,65535
129,9784538,18
129,9784541,14
129,9784544,36
129,9784547,0
129,9784550,0
1,9784985,65525
1,9784986,65280
1,9785537,65312
1,9785538,65535
129,9785539,19
129,9785542,14
129,9785545,36
129,9785548,0
129,9785551,0
1,9785987,65280
1,9786539,65535
129,9786541,20
129,9786544,14
129,9786547,36
129,9786550,0
129,9786553,0
1,9786989,65280
1,9787541,65535
129,9787543,21
129,9787546,14
129,9787549,36
129,9787552,0
129,9787555,0
1,9787990,65284
1,9787991,65280
1,9788542,65319
1,9788543,65535
129,9788544,22
129,9788547,14
129,9788550,36
129,9788553,0
129,9788556,0
1,9788992,65280
1,9789544,65535
129,9789546,23
129,9789549,14
129,9789552,36
129,9789555,0
129,9789558,0
1,9789993,65313
1,9789994,65280
1,9790545,65313
1,9790546,65535
129,9790547,24
129,9790550,14
129,9790553,36
129,9790556,0
129,9790559,0
1,9790995,65280
1,9791547,65535
129,9791549,25
129,9791552,14
129,9791555,36
129,9791558,0
129,9791561,0
1,9791996,65469
1,9791997,65280
1,9792549,65535
129,9792550,26
129,9792553,14
129,9792556,36
129,9792559,0
129,9792562,0
1,9792998,65280
1,9793550,65535
129,9793552,27
129,9793555,14
129,9793558,36
129,9793561,0
129,9793564,0
1,9793999,65313
1,9794000,65280
1,9794551,65441
1,9794552,65535
129,9794553,28
129,9794556,14
129,9794559,36
129,9794562,0
129,9794565,0
1,9795001,65280
1,9795553,65535
129,9795555,29
129,9795558,14
129,9795561,36
129,9795564,0
129,9795567,0
1,9796002,65317
1,9796003,65280
1,9796554,65312
1,9796555,65535
129,9796556,30
129,9796559,14
129,9796562,36
129,9796565,0
129,9796568,0
1,9797004,65280
1,9797556,65519
1,9797557,65535
129,9797558,31
129,9797561,14
129,9797564,36
129,9797567,0
129,9797570,0
1,9798005,65407
1,9798006,65280
1,9798558,65535
129,9798559,32
129,9798563,14
129,9798566,36
129,9798569,0
129,9798572,0
1,9799007,65280
1,9799559,65535
129,9799561,33
129,9799564,14
129,9799567,36
129,9799570,0
129,9799573,0
1,9800008,65317
1,9800009,65280
1,9800560,65327
1,9800561,65535
129,9800562,34
129,9800565,14
129,9800568,36
129,9800571,0
129,9800574,0
1,9801010,65280
1,9801562,65535
129,9801567,14
129,9801573,0
1,9802011,65280
1,9802563,65455
1,9802564,65535
129,9802565,36
129,9802568,14
129,9802571,36
129,9802574,0
129,9802577,0
1,9803013,65280
1,9803565,65535
129,9803567,37
129,9803570,14
129,9803573,36
129,9803576,0
129,9803579,0
1,9804014,65316
1,9804015,65280
1,9804566,65535
129,9804568,38
129,9804571,14
129,9804574,36
129,9804577,0
129,9804580,0
1,9805015,65445
1,9805016,65280
1,9805567,65312
1,9805568,65535
129,9805569,39
129,9805572,14
129,9805575,36
129,9805578,0
129,9805581,0
1,9806017,65280
1,9806569,65455
1,9806570,65535
129,9806571,40
129,9806574,14
129,9806577,36
129,9806580,0
129,9806583,0
1,9807019,65280
1,9807571,65535
129,9807573,41
129,9807575,14
129,9807578,36
129,9807581,0
129,9807584,0
1,9808020,65280
1,9808572,65455
1,9808573,65535
129,9808574,42
129,9808577,14
129,9808580,36
129,9808583,0
129,9808586,0
1,9809022,65280
1,9809574,65535
129,9809576,43
129,9809579,14
129,9809582,36
129,9809585,0
129,9809588,0
1,9810023,65285
1,9810024,65280
1,9810575,65316
1,9810576,65535
129,9810577,44
129,9810580,14
129,9810583,36
129,9810586,0
129,9810589,0
1,9811025,65280
1,9811577,65519
1,9811578,65535
129,9811579,45
129,9811582,14
129,9811585,36
129,9811588,0
129,9811591,0
1,9812026,65405
1,9812027,65280
1,9812578,65312
1,9812579,65535
129,9812580,46
129,9812583,14
129,9812586,36
129,9812589,0
129,9812592,0
1,9813028,65280
1,9813580,65535
129,9813582,47
129,9813585,14
129,9813588,36
129,9813591,0
129,9813594,0
1,9814030,65280
1,9814582,65535
129,9814584,48
129,9814587,14
129,9814590,36
129,9814593,0
129,9814596,0
1,9815031,65284
1,9815032,65280
1,9815583,65447
1,9815584,65535
129,9815585,49
129,9815588,14
129,9815591,36
129,9815594,0
129,9815597,0
1,9816033,65280
1,9816585,65535
129,9816587,50
129,9816590,14
129,9816593,36
129,9816596,0
129,9816599,0
1,9817034,65405
1,9817035,65280
1,9817587,65535
129,9817589,51
129,9817595,36
129,9817601,0
1,9818036,65280
1,9818588,65447
1,9818589,65535
129,9818590,52
129,9818593,14
129,9818596,36
129,9818599,0
129,9818602,0
1,9819038,65280
1,9819590,65535
129,9819592,53
129,9819595,14
129,9819598,36
129,9819601,0
129,9819604,0
1,9820039,65284
1,9820040,65280
1,9820591,65317
1,9820592,65535
129,9820593,54
129,9820596,14
129,9820599,36
129,9820602,0
129,9820605,0
1,9821041,65280
1,9821593,65535
129,9821595,55
129,9821598,14
129,9821601,36
129,9821604,0
129,9821607,0
1,9822042,65381
1,9822043,65280
1,9822594,65313
1,9822595,65535
129,9822596,56
129,9822599,14
129,9822602,36
129,9822605,0
129,9822608,0
1,9823044,65280
1,9823596,65535
129,9823598,57
129,9823601,14
129,9823604,36
129,9823607,0
129,9823610,0
1,9824045,65455
1,9824046,65280
1,9824597,65325
1,9824598,65535
129,9824599,58
129,9824602,14
129,9824605,36
129,9824608,0
129,9824611,0
1,9825047,65280
1,9825599,65535
129,9825601,59
129,9825604,14
129,9825607,36
129,9825610,0
129,9825613,0
1,9826048,65313
1,9826049,65280
1,9826600,65315
1,9826601,65535
129,9826602,60
129,9826605,14
129,9826608,36
129,9826611,0
129,9826614,0
1,9827050,65280
1,9827602,65535
129,9827603,61
129,9827606,14
129,9827609,36
129,9827612,0
129,9827615,0
1,9828051,65280
1,9828603,65535
129,9828605,62
129,9828608,14
129,9828611,36
129,9828614,0
129,9828617,0
1,9829052,65533
1,9829053,65280
1,9829605,65535
129,9829607,63
129,9829610,14
129,9829613,36
129,9829616,0
129,9829619,0
1,9830054,65312
1,9830055,65280
1,9830606,65447
1,9830607,65535
129,9830608,64
129,9830611,14
129,9830614,36
129,9830617,0
129,9830620,0
1,9831056,65280
1,9831608,65535
129,9831610,65
129,9831613,14
129,9831616,36
129,9831619,0
129,9831622,0
1,9832057,65317
1,9832058,65280
1,9832609,65285
1,9832610,65535
129,9832611,66
129,9832614,14
129,9832617,36
129,9832620,0
129,9832623,0
1,9833059,65280
1,9833611,65535
129,9833613,67
129,9833616,14
129,9833619,36
129,9833622,0
129,9833625,0
1,9834060,65405
1,9834061,65280
1,9834613,65535
129,9834614,68
129,9834617,14
129,9834620,36
129,9834623,0
129,9834626,0
1,9835062,65280
1,9835614,65519
1,9835615,65535
129,9835616,69
129,9835619,14
129,9835622,36
129,9835625,0
129,9835628,0
1,9836064,65280
1,9836616,65535
129,9836618,70
129,9836621,14
129,9836624,36
129,9836627,0
129,9836630,0
1,9837065,65280
1,9837617,65455
1,9837618,65535
129,9837619,71
129,9837622,14
129,9837625,36
129,9837628,0
129,9837631,0
1,9838067,65280
1,9838619,65535
129,9838621,72
129,9838624,14
129,9838627,36
129,9838630,0
129,9838633,0
1,9839068,65281
1,9839069,65280
1,9839620,65285
1,9839621,65535
129,9839622,73
129,9839625,14
129,9839628,36
129,9839631,0
129,9839634,0
1,9840070,65280
1,9840621,65316
1,9840622,65535
129,9840623,74
129,9840626,14
129,9840629,36
129,9840632,0
129,9840636,0
1,9841071,65280
1,9841623,65535
129,9841625,75
129,9841628,14
129,9841631,36
129,9841634,0
129,9841637,0
1,9842072,65285
1,9842073,65280
1,9842624,65325
1,9842625,65535
129,9842626,76
129,9842629,14
129,9842632,36
129,9842635,0
129,9842638,0
1,9843074,65280
1,9843626,65535
129,9843628,77
129,9843631,14
129,9843634,36
129,9843637,0
129,9843640,0
1,9844075,65316
1,9844076,65280
1,9844627,65446
1,9844628,65535
129,9844629,78
129,9844632,14
129,9844635,36
129,9844638,0
129,9844641,0
1,9845077,65280
1,9845629,65535
129,9845631,79
129,9845634,14
129,9845637,36
129,9845640,0
129,9845643,0
1,9846078,65527
1,9846079,65280
1,9846631,65535
129,9846632,80
129,9846635,14
129,9846638,36
129,9846641,0
129,9846644,0
1,9847080,65280
1,9847632,65519
1,9847633,65535
129,9847634,81
129,9847637,14
129,9847640,36
129,9847643,0
129,9847646,0
1,9848081,65407
1,9848082,65280
1,9848634,65535
129,9848636,82
129,9848639,14
129,9848642,36
129,9848645,0
129,9848648,0
1,9849083,65280
1,9849635,65455
1,9849636,65535
129,9849637,83
129,9849640,14
129,9849643,36
129,9849646,0
129,9849649,0
1,9850085,65280
1,9850637,65535
129,9850639,84
129,9850642,14
129,9850645,36
129,9850648,0
129,9850651,0
1,9851086,65284
1,9851087,65280
1,9851638,65447
1,9851639,65535
129,9851640,85
129,9851643,14
129,9851646,36
129,9851649,0
129,9851652,0
1,9852088,65280
1,9852640,65535
129,9852642,86
129,9852645,14
129,9852648,36
129,9852651,0
129,9852654,0
1,9853089,65389
1,9853090,65280
1,9853642,65535
129,9853643,87
129,9853646,14
129,9853649,36
129,9853652,0
129,9853655,0
1,9854091,65280
1,9854643,65455
1,9854644,65535
129,9854645,88
129,9854648,14
129,9854651,36
129,9854654,0
129,9854657,0
1,9855093,65280
1,9855644,65312
1,9855645,65535
129,9855646,89
129,9855649,14
129,9855652,36
129,9855655,0
129,9855658,0
1,9856094,65280
1,9856646,65535
129,9856648,90
129,9856651,14
129,9856654,36
129,9856657,0
129,9856660,0
1,9857095,65341
1,9857096,65280
1,9857648,65535
129,9857649,91
129,9857652,14
129,9857655,36
129,9857658,0
129,9857661,0
1,9858097,65280
1,9858649,65471
1,9858650,65535
129,9858651,92
129,9858654,14
129,9858657,36
129,9858660,0
129,9858663,0
1,9859098,65533
1,9859099,65280
1,9859651,65535
129,9859652,93
129,9859655,14
129,9859658,36
129,9859661,0
129,9859664,0
1,9860100,65280
1,9860652,65511
1,9860653,65535
129,9860654,94
129,9860657,14
129,9860660,36
129,9860663,0
129,9860666,0
1,9861102,65280
1,9861653,65317
1,9861654,65535
129,9861655,95
129,9861658,14
129,9861661,36
129,9861664,0
129,9861667,0
1,9862103,65280
1,9862655,65535
129,9862657,96
129,9862660,14
129,9862663,36
129,9862666,0
129,9862669,0
1,9863104,65509
1,9863105,65280
1,9863656,65455
1,9863657,65535
129,9863658,97
129,9863661,14
129,9863664,36
129,9863667,0
129,9863670,0
1,9864106,65280
1,9864658,65535
129,9864660,98
129,9864663,14
129,9864666,36
129,9864669,0
129,9864672,0
1,9865107,65281
1,9865108,65280
1,9865659,65445
1,9865660,65535
129,9865661,99
129,9865664,14
129,9865667,36
129,9865670,0
129,9865673,0
1,9866109,65280
1,9866661,65519
1,9866662,65535
129,9866663,100
129,9866666,14
129,9866669,36
129,9866672,0
129,9866675,0
1,9867110,65399
1,9867111,65280
1,9867662,65312
1,9867663,65535
129,9867664,101
129,9867667,14
129,9867670,36
129,9867673,0
129,9867676,0
1,9868112,65280
1,9868664,65455
1,9868665,65535
129,9868666,102
129,9868669,14
129,9868672,36
129,9868675,0
129,9868678,0
1,9869114,65280
1,9869666,65535
129,9869668,103
129,9869671,14
129,9869674,36
129,9869677,0
129,9869680,0
1,9870115,65280
1,9870667,65447
1,9870668,65535
129,9870669,104
129,9870672,14
129,9870675,36
129,9870678,0
129,9870681,0
1,9871117,65280
1,9871669,65535
